model,condition,skill,classifier,intro_strategy,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,kappa_mean,kappa_std,f1_not_exp_mean,f1_junior_mean,f1_midlevel_mean,f1_senior_mean,f1_not_exp_std,f1_junior_std,f1_midlevel_std,f1_senior_std,n_samples,feature_dim,elapsed_s,_macro_f1_folds
voyage,C2b,html_css,ordinal,average,0.5880061072950855,0.04196151378367226,0.8026943460116158,0.01169570721681284,0.1959583108214093,0.011490623486134853,0.5726249404727684,0.026989863749029605,0.7008978266369141,0.8663148673399774,0.6506703210620369,0.13414141414141414,0.037967809226466795,0.007391808763121795,0.017881444062460602,0.1127670904660321,6338,1024,28.1,"[0.5342684579734654, 0.5412497588269343, 0.6095920157794414, 0.6361422425481972, 0.6187780613473899]"
voyage,C3,react,nominal,none,0.5499558215635005,0.01770580494918635,0.6645279495780996,0.0126716699599362,0.3658866544334589,0.01544373087505379,0.4509550027416987,0.019354562372020042,0.6726285713172422,0.7349570946142344,0.5959788706222466,0.19625874970027898,0.020488616598212578,0.012550797921366309,0.02632863170964819,0.04383453775517234,6338,1024,6.7,"[0.5605949794419355, 0.5333987613753965, 0.5250531507578745, 0.5718873367334338, 0.5588448795088625]"
voyage,C3,react,ordinal,none,0.5837870521565001,0.017064657704458332,0.6986983412907366,0.010283383865382679,0.3024594225162397,0.010367695083493477,0.49923794898421364,0.018088628643910486,0.7201469346314155,0.7727085239680642,0.6187866536481443,0.2235060963783763,0.018233196254336732,0.01208828046387775,0.014725166665872843,0.07226390410807045,6338,1024,27.1,"[0.5791145615601413, 0.5879283140786525, 0.5675048673283186, 0.6146723655659203, 0.5697151522494677]"
voyage,C3,javascript,nominal,none,0.5039857346048018,0.024897860266635714,0.7208319837678819,0.010973824494521615,0.2996193098777758,0.010374569307929018,0.42252031815697916,0.021253315721381102,0.6276919462348027,0.7977061723798025,0.4687556622259712,0.12178915757863126,0.019418848717975987,0.00976276968647949,0.021716313066147058,0.0786021383103651,6338,1024,7.7,"[0.5189252236063475, 0.47311467568976234, 0.4782843951778404, 0.5107291973986325, 0.5388751811514265]"
voyage,C3,javascript,ordinal,none,0.5554826590566847,0.0389766318620616,0.7620775239279403,0.014810750435172236,0.23429547429408,0.015751547888863137,0.47254705975778555,0.02971204821169847,0.6779231040222521,0.8472380590324832,0.45087575336524044,0.2458937198067633,0.01882009023480958,0.011012341262073476,0.03696146659271705,0.1164505755243081,6338,1024,26.1,"[0.5271636231800916, 0.506060019625413, 0.5702880950192778, 0.5541510986263454, 0.6197504588322957]"
voyage,C3,html_css,nominal,none,0.5234196408489475,0.021916896683024666,0.7513366350814725,0.009339316821758493,0.2601768005597066,0.008429596199849705,0.4872437921624699,0.021800582769485925,0.6227799694550528,0.8158049222709801,0.6102451868212728,0.044848484848484846,0.01423827705408294,0.007319349228740659,0.023551261889282294,0.05654256382880291,6338,1024,6.0,"[0.49833793746896915, 0.5100457336074489, 0.5500030344973093, 0.5091487335249714, 0.5495627651460392]"
voyage,C3,html_css,ordinal,none,0.5403789918753132,0.014304192031936403,0.7810989537661148,0.007613531983351229,0.21647412228394156,0.008468309781425909,0.5251375021168538,0.016456892559215865,0.6679047596912369,0.8523489164783239,0.6104930605624614,0.03076923076923077,0.016966341009747067,0.006466424484524306,0.018531926607828715,0.06153846153846154,6338,1024,25.5,"[0.5313594245897929, 0.5281782724483481, 0.5473007027217264, 0.5296019767463854, 0.5654545828703131]"
voyage,C4,react,nominal,none,0.5444235884217747,0.011308823683861333,0.6607966233950515,0.010411420429681217,0.3685695363249087,0.011542987485830098,0.44448623317730984,0.013345457324894915,0.6661688466179512,0.7330021358905036,0.5908600199192151,0.187663351259429,0.02160985674775489,0.012701168280412041,0.01436135997568819,0.03600195522065919,6338,1024,7.1,"[0.5439918263023349, 0.5438057797501777, 0.546551756811424, 0.5616855335733313, 0.5260830456716056]"
voyage,C4,react,ordinal,none,0.5891045493161728,0.010464541857861921,0.701223176076456,0.009460686350040506,0.3018268893210072,0.010937858656426472,0.5027739382408691,0.0174337483787064,0.7097902489048072,0.774404779409781,0.6254399611385584,0.2467832078115449,0.0158961370364271,0.007233763150783738,0.026236639275294227,0.039953887341867306,6338,1024,28.0,"[0.5822108044696647, 0.5845533902186534, 0.577445506565895, 0.6068398453969198, 0.5944731999297315]"
voyage,C4,javascript,nominal,none,0.4740565831609098,0.009383707245005583,0.7034182876994589,0.005228230775524794,0.3217094206488912,0.0071801863230294685,0.39424890019978653,0.008712328486920502,0.6005472907853031,0.7816956484121571,0.4581397401954049,0.05584365325077399,0.012770231253975119,0.006505212474682963,0.012246657244645675,0.05780075690322924,6338,1024,6.7,"[0.4745593838564889, 0.47688594508327514, 0.4627337343132736, 0.489711241685237, 0.4663926108662744]"
voyage,C4,javascript,ordinal,none,0.5093156780486536,0.028443667781873544,0.7490239778577649,0.007064770472821703,0.24739479980778759,0.005553429151729533,0.44491235648245403,0.012939954541196803,0.6475536739414554,0.8395490819852925,0.4380546931099717,0.11210526315789474,0.0109300495467341,0.004640254475462163,0.038517573511062116,0.10390705414107845,6338,1024,26.5,"[0.5314264136880569, 0.5126434043831684, 0.4663758653841234, 0.5458896946894629, 0.49024301209845644]"
voyage,C4,html_css,nominal,none,0.5238664780964164,0.012920696818423885,0.7577691993791127,0.008517300217231134,0.25165783203324377,0.008366175281966724,0.5000981620887874,0.022305575770565033,0.6171437637808064,0.8213096277120748,0.626243290123554,0.03076923076923077,0.01983419260033883,0.006323577771450557,0.03108449315085908,0.06153846153846154,6338,1024,6.0,"[0.5462033437671774, 0.5080314696107271, 0.5285348348093446, 0.5189365718685693, 0.5176261704262638]"
voyage,C4,html_css,ordinal,none,0.5516172351343218,0.0336423765605983,0.7776493818061091,0.011590581720490382,0.21962645559818644,0.010373140647388025,0.5155367642791255,0.028378256384846538,0.6397557854374375,0.8505355654028726,0.6111775896969771,0.10500000000000001,0.03639036280588737,0.006157333739097095,0.03336376621913723,0.09,6338,1024,25.7,"[0.5016728899952584, 0.523477366255144, 0.5634759316886807, 0.5803017094540772, 0.5891582782784486]"
